# Channel,Subsystem,Area,Mirror,Distance,Direction,Sensor,Fs
L1:ISI-ETMX_ST2_MASTER_V3_DRIVE_DQ,ISI,BSC9,ETMX,,,FEEDBACK,512
L1:ISI-GND_STS_ETMX_X_DQ,ISI,BSC9,ETMX,,X,SEIS,512
L1:ISI-GND_STS_ETMX_Y_DQ,ISI,BSC9,ETMX,,YAW,SEIS,512
L1:ISI-GND_STS_ETMX_Z_DQ,ISI,BSC9,ETMX,,Z,SEIS,512
L1:PEM-EY_LOWFMIC_VEA_FLOOR_DQ,PEM,VEA,,,,MIC,256
L1:PEM-EY_MAG_VEA_FLOOR_QUAD_SUM_DQ,PEM,VEA,,,,MAG,8192
L1:PEM-EY_MAG_VEA_FLOOR_X_DQ,PEM,VEA,,,X,MAG,8192
L1:PEM-EY_MAG_VEA_FLOOR_Y_DQ,PEM,VEA,,,Y,MAG,8192
L1:PEM-EY_MAG_VEA_FLOOR_Z_DQ,PEM,VEA,,,Z,MAG,8192
L1:PEM-EY_MIC_VEA_DQ,PEM,VEA,,,,MIC,16384
L1:ALS-Y_ARM_IN1_DQ,ALS,Y-ARM,,,,,16384
L1:ALS-Y_ARM_OUT_DQ,ALS,Y-ARM,,,,,2048
L1:ALS-Y_FIBR_A_LF_OUT_DQ,ALS,Y-ARM,,,,,2048
L1:ALS-Y_FIBR_CTRL_OUT_DQ,ALS,Y-ARM,,,,,16384
L1:ALS-Y_FIBR_ERR_OUT_DQ,ALS,Y-ARM,,,,,16384
L1:ALS-Y_FIBR_REJECTED_LF_OUT_DQ,ALS,Y-ARM,,,,,2048
L1:ALS-Y_FIBR_TRANS_LF_OUT_DQ,ALS,Y-ARM,,,,,2048
L1:ALS-Y_LASER_GR_LF_OUT_DQ,ALS,Y-ARM,,,,,2048
L1:ALS-Y_LASER_IR_LF_OUT_DQ,ALS,Y-ARM,,,,,2048
L1:ALS-Y_PZT1_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,,512
L1:ALS-Y_PZT1_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,,512
L1:ALS-Y_PZT2_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,,512
L1:ALS-Y_PZT2_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,,512
L1:ALS-Y_QPD_A_NSUM_OUT_DQ,ALS,Y-ARM,,,,,2048
L1:ALS-Y_QPD_A_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,,2048
L1:ALS-Y_QPD_A_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,,2048
L1:ALS-Y_QPD_B_NSUM_OUT_DQ,ALS,Y-ARM,,,,,2048
L1:ALS-Y_QPD_B_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,,2048
L1:ALS-Y_QPD_B_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,,2048
L1:ALS-Y_REFL_B_LF_OUT_DQ,ALS,Y-ARM,,,,,2048
L1:ALS-Y_REFL_CTRL_OUT_DQ,ALS,Y-ARM,,,,,16384
L1:ALS-Y_REFL_ERR_OUT_DQ,ALS,Y-ARM,,,,,16384
L1:ALS-Y_WFS_A_DC_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,WFS,2048
L1:ALS-Y_WFS_A_DC_SUM_OUT_DQ,ALS,Y-ARM,,,,WFS,2048
L1:ALS-Y_WFS_A_DC_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,WFS,2048
L1:ALS-Y_WFS_A_I_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,WFS,2048
L1:ALS-Y_WFS_A_I_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,WFS,2048
L1:ALS-Y_WFS_A_Q_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,WFS,2048
L1:ALS-Y_WFS_A_Q_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,WFS,2048
L1:ALS-Y_WFS_B_DC_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,WFS,2048
L1:ALS-Y_WFS_B_DC_SUM_OUT_DQ,ALS,Y-ARM,,,,WFS,2048
L1:ALS-Y_WFS_B_DC_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,WFS,2048
L1:ALS-Y_WFS_B_I_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,WFS,2048
L1:ALS-Y_WFS_B_I_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,WFS,2048
L1:ALS-Y_WFS_B_Q_PIT_OUT_DQ,ALS,Y-ARM,,,PIT,WFS,2048
L1:ALS-Y_WFS_B_Q_YAW_OUT_DQ,ALS,Y-ARM,,,YAW,WFS,2048
L1:ASC-Y_TR_A_NSUM_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:ASC-Y_TR_A_PIT_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,PIT,,2048
L1:ASC-Y_TR_A_YAW_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,YAW,,2048
L1:ASC-Y_TR_B_NSUM_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:ASC-Y_TR_B_PIT_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,PIT,,2048
L1:ASC-Y_TR_B_YAW_OUT_DQ,ASC,,"ITMX, ITMY, ETMX, ETMY",,YAW,,2048
L1:LSC-Y_EXTRA_AI_1_OUT_DQ,LSC,Y-ARM,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:LSC-Y_EXTRA_AI_2_OUT_DQ,LSC,Y-ARM,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:LSC-Y_EXTRA_AI_3_OUT_DQ,LSC,Y-ARM,"ITMX, ITMY, ETMX, ETMY",,,,2048
L1:LSC-Y_TR_A_LF_OUT_DQ,LSC,Y-ARM,"ITMX, ITMY, ETMX, ETMY",,,RF_LENGTH,2048
L1:SUS-ETMY_L1_LOCK_L_IN1_DQ,SUS,BSC10,ETMY,,LON,FEEDBACK,1024
L1:SUS-ETMY_L1_LOCK_P_IN1_DQ,SUS,BSC10,ETMY,,PIT,FEEDBACK,1024
L1:SUS-ETMY_L1_LOCK_Y_IN1_DQ,SUS,BSC10,ETMY,,YAW,FEEDBACK,1024
L1:SUS-ETMY_L1_MASTER_OUT_LL_DQ,SUS,BSC10,ETMY,,,,1024
L1:SUS-ETMY_L1_MASTER_OUT_LR_DQ,SUS,BSC10,ETMY,,,,1024
L1:SUS-ETMY_L1_MASTER_OUT_UL_DQ,SUS,BSC10,ETMY,,,,1024
L1:SUS-ETMY_L1_MASTER_OUT_UR_DQ,SUS,BSC10,ETMY,,,,1024
L1:SUS-ETMY_L1_WIT_L_DQ,SUS,BSC10,ETMY,,LON,OSEM,1024
L1:SUS-ETMY_L1_WIT_P_DQ,SUS,BSC10,ETMY,,PIT,OSEM,1024
L1:SUS-ETMY_L1_WIT_Y_DQ,SUS,BSC10,ETMY,,YAW,OSEM,1024
L1:SUS-ETMY_L2_LOCK_L_IN1_DQ,SUS,BSC10,ETMY,,LON,FEEDBACK,2048
L1:SUS-ETMY_L2_LOCK_P_IN1_DQ,SUS,BSC10,ETMY,,PIT,FEEDBACK,2048
L1:SUS-ETMY_L2_LOCK_Y_IN1_DQ,SUS,BSC10,ETMY,,YAW,FEEDBACK,2048
L1:SUS-ETMY_L2_MASTER_OUT_LL_DQ,SUS,BSC10,ETMY,,,,2048
L1:SUS-ETMY_L2_MASTER_OUT_LR_DQ,SUS,BSC10,ETMY,,,,2048
L1:SUS-ETMY_L2_MASTER_OUT_UL_DQ,SUS,BSC10,ETMY,,,,2048
L1:SUS-ETMY_L2_MASTER_OUT_UR_DQ,SUS,BSC10,ETMY,,,,2048
L1:SUS-ETMY_L2_WIT_L_DQ,SUS,BSC10,ETMY,,LON,OSEM,256
L1:SUS-ETMY_L2_WIT_P_DQ,SUS,BSC10,ETMY,,PIT,OSEM,256
L1:SUS-ETMY_L2_WIT_Y_DQ,SUS,BSC10,ETMY,,YAW,OSEM,256
L1:SUS-ETMY_L3_LOCK_L_IN1_DQ,SUS,BSC10,ETMY,,LON,FEEDBACK,2048
L1:SUS-ETMY_L3_LOCK_P_IN1_DQ,SUS,BSC10,ETMY,,PIT,FEEDBACK,2048
L1:SUS-ETMY_L3_LOCK_Y_IN1_DQ,SUS,BSC10,ETMY,,YAW,FEEDBACK,2048
L1:SUS-ETMY_L3_MASTER_OUT_DC_DQ,SUS,BSC10,ETMY,,,,256
L1:SUS-ETMY_L3_MASTER_OUT_LL_DQ,SUS,BSC10,ETMY,,,,2048
L1:SUS-ETMY_L3_MASTER_OUT_LR_DQ,SUS,BSC10,ETMY,,,,2048
L1:SUS-ETMY_L3_MASTER_OUT_UL_DQ,SUS,BSC10,ETMY,,,,2048
L1:SUS-ETMY_L3_MASTER_OUT_UR_DQ,SUS,BSC10,ETMY,,,,2048
L1:SUS-ETMY_L3_OPLEV_PIT_OUT_DQ,SUS,BSC10,ETMY,,PIT,QPD,256
L1:SUS-ETMY_L3_OPLEV_YAW_OUT_DQ,SUS,BSC10,ETMY,,YAW,QPD,256
L1:SUS-ETMY_M0_DAMP_L_IN1_DQ,SUS,BSC10,ETMY,,LON,,256
L1:SUS-ETMY_M0_DAMP_P_IN1_DQ,SUS,BSC10,ETMY,,PIT,,256
L1:SUS-ETMY_M0_DAMP_R_IN1_DQ,SUS,BSC10,ETMY,,,,256
L1:SUS-ETMY_M0_DAMP_T_IN1_DQ,SUS,BSC10,ETMY,,,,256
L1:SUS-ETMY_M0_DAMP_V_IN1_DQ,SUS,BSC10,ETMY,,,,256
L1:SUS-ETMY_M0_DAMP_Y_IN1_DQ,SUS,BSC10,ETMY,,YAW,,256
L1:SUS-ETMY_M0_ISIINF_RX_OUT_DQ,SUS,BSC10,ETMY,,RX,,1024
L1:SUS-ETMY_M0_ISIINF_RY_OUT_DQ,SUS,BSC10,ETMY,,RY,,1024
L1:SUS-ETMY_M0_ISIINF_RZ_OUT_DQ,SUS,BSC10,ETMY,,RZ,,1024
L1:SUS-ETMY_M0_ISIINF_X_OUT_DQ,SUS,BSC10,ETMY,,X,,1024
L1:SUS-ETMY_M0_ISIINF_Y_OUT_DQ,SUS,BSC10,ETMY,,YAW,,1024
L1:SUS-ETMY_M0_ISIINF_Z_OUT_DQ,SUS,BSC10,ETMY,,Z,,1024
L1:SUS-ETMY_M0_ISIWIT_L_DQ,SUS,BSC10,ETMY,,LON,OSEM,1024
L1:SUS-ETMY_M0_ISIWIT_P_DQ,SUS,BSC10,ETMY,,PIT,OSEM,1024
L1:SUS-ETMY_M0_ISIWIT_R_DQ,SUS,BSC10,ETMY,,,OSEM,1024
L1:SUS-ETMY_M0_ISIWIT_T_DQ,SUS,BSC10,ETMY,,,OSEM,1024
L1:SUS-ETMY_M0_ISIWIT_V_DQ,SUS,BSC10,ETMY,,,OSEM,1024
L1:SUS-ETMY_M0_ISIWIT_Y_DQ,SUS,BSC10,ETMY,,YAW,OSEM,1024
L1:SUS-ETMY_M0_LOCK_L_IN1_DQ,SUS,BSC10,ETMY,,LON,FEEDBACK,512
L1:SUS-ETMY_M0_LOCK_P_IN1_DQ,SUS,BSC10,ETMY,,PIT,FEEDBACK,512
L1:SUS-ETMY_M0_LOCK_Y_IN1_DQ,SUS,BSC10,ETMY,,YAW,FEEDBACK,512
L1:SUS-ETMY_M0_MASTER_OUT_F1_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_M0_MASTER_OUT_F2_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_M0_MASTER_OUT_F3_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_M0_MASTER_OUT_LF_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_M0_MASTER_OUT_RT_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_M0_MASTER_OUT_SD_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_R0_DAMP_L_IN1_DQ,SUS,BSC10,ETMY,,LON,,256
L1:SUS-ETMY_R0_DAMP_P_IN1_DQ,SUS,BSC10,ETMY,,PIT,,256
L1:SUS-ETMY_R0_DAMP_R_IN1_DQ,SUS,BSC10,ETMY,,,,256
L1:SUS-ETMY_R0_DAMP_T_IN1_DQ,SUS,BSC10,ETMY,,,,256
L1:SUS-ETMY_R0_DAMP_V_IN1_DQ,SUS,BSC10,ETMY,,,,256
L1:SUS-ETMY_R0_DAMP_Y_IN1_DQ,SUS,BSC10,ETMY,,YAW,,256
L1:SUS-ETMY_R0_MASTER_OUT_F1_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_R0_MASTER_OUT_F2_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_R0_MASTER_OUT_F3_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_R0_MASTER_OUT_LF_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_R0_MASTER_OUT_RT_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-ETMY_R0_MASTER_OUT_SD_DQ,SUS,BSC10,ETMY,,,,512
L1:SUS-TMSY_M1_DAMP_L_IN1_DQ,SUS,,TMSY,,LON,,256
L1:SUS-TMSY_M1_DAMP_P_IN1_DQ,SUS,,TMSY,,PIT,,256
L1:SUS-TMSY_M1_DAMP_R_IN1_DQ,SUS,,TMSY,,,,256
L1:SUS-TMSY_M1_DAMP_T_IN1_DQ,SUS,,TMSY,,,,256
L1:SUS-TMSY_M1_DAMP_V_IN1_DQ,SUS,,TMSY,,,,256
L1:SUS-TMSY_M1_DAMP_Y_IN1_DQ,SUS,,TMSY,,YAW,,256
L1:SUS-TMSY_M1_ISIWIT_L_DQ,SUS,,TMSY,,LON,OSEM,1024
L1:SUS-TMSY_M1_ISIWIT_P_DQ,SUS,,TMSY,,PIT,OSEM,1024
L1:SUS-TMSY_M1_ISIWIT_R_DQ,SUS,,TMSY,,,OSEM,1024
L1:SUS-TMSY_M1_ISIWIT_T_DQ,SUS,,TMSY,,,OSEM,1024
L1:SUS-TMSY_M1_ISIWIT_V_DQ,SUS,,TMSY,,,OSEM,1024
L1:SUS-TMSY_M1_ISIWIT_Y_DQ,SUS,,TMSY,,YAW,OSEM,1024
L1:SUS-TMSY_M1_MASTER_OUT_F1_DQ,SUS,,TMSY,,,,256
L1:SUS-TMSY_M1_MASTER_OUT_F2_DQ,SUS,,TMSY,,,,256
L1:SUS-TMSY_M1_MASTER_OUT_F3_DQ,SUS,,TMSY,,,,256
L1:SUS-TMSY_M1_MASTER_OUT_LF_DQ,SUS,,TMSY,,,,256
L1:SUS-TMSY_M1_MASTER_OUT_RT_DQ,SUS,,TMSY,,,,256
L1:SUS-TMSY_M1_MASTER_OUT_SD_DQ,SUS,,TMSY,,,,256
L1:HPI-ETMY_BLND_IPS_HP_IN1_DQ,HPI,BSC10,,,,,512
L1:HPI-ETMY_BLND_IPS_RX_IN1_DQ,HPI,BSC10,,,RX,,512
L1:HPI-ETMY_BLND_IPS_RY_IN1_DQ,HPI,BSC10,,,RY,,512
L1:HPI-ETMY_BLND_IPS_RZ_IN1_DQ,HPI,BSC10,,,RZ,,512
L1:HPI-ETMY_BLND_IPS_VP_IN1_DQ,HPI,BSC10,,,,,512
L1:HPI-ETMY_BLND_IPS_X_IN1_DQ,HPI,BSC10,,,X,,512
L1:HPI-ETMY_BLND_IPS_Y_IN1_DQ,HPI,BSC10,,,YAW,,512
L1:HPI-ETMY_BLND_IPS_Z_IN1_DQ,HPI,BSC10,,,Z,,512
L1:HPI-ETMY_BLND_L4C_HP_IN1_DQ,HPI,BSC10,,,,,1024
L1:HPI-ETMY_BLND_L4C_RX_IN1_DQ,HPI,BSC10,,,RX,,1024
L1:HPI-ETMY_BLND_L4C_RY_IN1_DQ,HPI,BSC10,,,RY,,1024
L1:HPI-ETMY_BLND_L4C_RZ_IN1_DQ,HPI,BSC10,,,RZ,,1024
L1:HPI-ETMY_BLND_L4C_VP_IN1_DQ,HPI,BSC10,,,,,1024
L1:HPI-ETMY_BLND_L4C_X_IN1_DQ,HPI,BSC10,,,X,,1024
L1:HPI-ETMY_BLND_L4C_Y_IN1_DQ,HPI,BSC10,,,YAW,,1024
L1:HPI-ETMY_BLND_L4C_Z_IN1_DQ,HPI,BSC10,,,Z,,1024
L1:HPI-ETMY_MASTER_OUT_H1_DQ,HPI,BSC10,,,,,512
L1:HPI-ETMY_MASTER_OUT_H2_DQ,HPI,BSC10,,,,,512
L1:HPI-ETMY_MASTER_OUT_H3_DQ,HPI,BSC10,,,,,512
L1:HPI-ETMY_MASTER_OUT_H4_DQ,HPI,BSC10,,,,,512
L1:HPI-ETMY_MASTER_OUT_V1_DQ,HPI,BSC10,,,,,512
L1:HPI-ETMY_MASTER_OUT_V2_DQ,HPI,BSC10,,,,,512
L1:HPI-ETMY_MASTER_OUT_V3_DQ,HPI,BSC10,,,,,512
L1:HPI-ETMY_MASTER_OUT_V4_DQ,HPI,BSC10,,,,,512
L1:ISI-ETMY_ST1_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC10,,,RX,SEIS,512
L1:ISI-ETMY_ST1_BLND_RX_L4C_CUR_IN1_DQ,ISI,BSC10,,,RX,SEIS,2048
L1:ISI-ETMY_ST1_BLND_RX_T240_CUR_IN1_DQ,ISI,BSC10,,,RX,SEIS,512
L1:ISI-ETMY_ST1_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC10,,,RY,SEIS,512
L1:ISI-ETMY_ST1_BLND_RY_L4C_CUR_IN1_DQ,ISI,BSC10,,,RY,SEIS,2048
L1:ISI-ETMY_ST1_BLND_RY_T240_CUR_IN1_DQ,ISI,BSC10,,,RY,SEIS,512
L1:ISI-ETMY_ST1_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC10,,,RZ,SEIS,512
L1:ISI-ETMY_ST1_BLND_RZ_L4C_CUR_IN1_DQ,ISI,BSC10,,,RZ,SEIS,2048
L1:ISI-ETMY_ST1_BLND_RZ_T240_CUR_IN1_DQ,ISI,BSC10,,,RZ,SEIS,512
L1:ISI-ETMY_ST1_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC10,,,X,SEIS,512
L1:ISI-ETMY_ST1_BLND_X_L4C_CUR_IN1_DQ,ISI,BSC10,,,X,SEIS,2048
L1:ISI-ETMY_ST1_BLND_X_T240_CUR_IN1_DQ,ISI,BSC10,,,X,SEIS,512
L1:ISI-ETMY_ST1_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC10,,,YAW,SEIS,512
L1:ISI-ETMY_ST1_BLND_Y_L4C_CUR_IN1_DQ,ISI,BSC10,,,YAW,SEIS,2048
L1:ISI-ETMY_ST1_BLND_Y_T240_CUR_IN1_DQ,ISI,BSC10,,,YAW,SEIS,512
L1:ISI-ETMY_ST1_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC10,,,Z,SEIS,512
L1:ISI-ETMY_ST1_BLND_Z_L4C_CUR_IN1_DQ,ISI,BSC10,,,Z,SEIS,2048
L1:ISI-ETMY_ST1_BLND_Z_T240_CUR_IN1_DQ,ISI,BSC10,,,Z,SEIS,512
L1:ISI-ETMY_ST1_MASTER_H1_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST1_MASTER_H2_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST1_MASTER_H3_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST1_MASTER_V1_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST1_MASTER_V2_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST1_MASTER_V3_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST2_BLND_RX_CPS_CUR_IN1_DQ,ISI,BSC10,,,RX,SEIS,512
L1:ISI-ETMY_ST2_BLND_RX_GS13_CUR_IN1_DQ,ISI,BSC10,,,RX,SEIS,2048
L1:ISI-ETMY_ST2_BLND_RY_CPS_CUR_IN1_DQ,ISI,BSC10,,,RY,SEIS,512
L1:ISI-ETMY_ST2_BLND_RY_GS13_CUR_IN1_DQ,ISI,BSC10,,,RY,SEIS,2048
L1:ISI-ETMY_ST2_BLND_RZ_CPS_CUR_IN1_DQ,ISI,BSC10,,,RZ,SEIS,512
L1:ISI-ETMY_ST2_BLND_RZ_GS13_CUR_IN1_DQ,ISI,BSC10,,,RZ,SEIS,2048
L1:ISI-ETMY_ST2_BLND_X_CPS_CUR_IN1_DQ,ISI,BSC10,,,X,SEIS,512
L1:ISI-ETMY_ST2_BLND_X_GS13_CUR_IN1_DQ,ISI,BSC10,,,X,SEIS,2048
L1:ISI-ETMY_ST2_BLND_Y_CPS_CUR_IN1_DQ,ISI,BSC10,,,YAW,SEIS,512
L1:ISI-ETMY_ST2_BLND_Y_GS13_CUR_IN1_DQ,ISI,BSC10,,,YAW,SEIS,2048
L1:ISI-ETMY_ST2_BLND_Z_CPS_CUR_IN1_DQ,ISI,BSC10,,,Z,SEIS,512
L1:ISI-ETMY_ST2_BLND_Z_GS13_CUR_IN1_DQ,ISI,BSC10,,,Z,SEIS,2048
L1:ISI-ETMY_ST2_MASTER_H1_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST2_MASTER_H2_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST2_MASTER_H3_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST2_MASTER_V1_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST2_MASTER_V2_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-ETMY_ST2_MASTER_V3_DRIVE_DQ,ISI,BSC10,,,,FEEDBACK,512
L1:ISI-GND_STS_ETMY_X_DQ,ISI,BSC10,,,X,SEIS,512
L1:ISI-GND_STS_ETMY_Y_DQ,ISI,BSC10,,,YAW,SEIS,512
L1:ISI-GND_STS_ETMY_Z_DQ,ISI,BSC10,,,Z,SEIS,512
L1:SUS-IM1_M1_DAMP_L_IN1_DQ,SUS,HAM2,IM1,,LON,,256
L1:SUS-IM1_M1_DAMP_P_IN1_DQ,SUS,HAM2,IM1,,PIT,,256
L1:SUS-IM1_M1_DAMP_Y_IN1_DQ,SUS,HAM2,IM1,,YAW,,256
L1:SUS-IM1_M1_ISIWIT_L_DQ,SUS,HAM2,IM1,,LON,OSEM,1024
L1:SUS-IM1_M1_ISIWIT_P_DQ,SUS,HAM2,IM1,,PIT,OSEM,1024
L1:SUS-IM1_M1_ISIWIT_R_DQ,SUS,HAM2,IM1,,,OSEM,1024
L1:SUS-IM1_M1_ISIWIT_T_DQ,SUS,HAM2,IM1,,,OSEM,1024
L1:SUS-IM1_M1_ISIWIT_V_DQ,SUS,HAM2,IM1,,,OSEM,1024
L1:SUS-IM1_M1_ISIWIT_Y_DQ,SUS,HAM2,IM1,,YAW,OSEM,1024
L1:SUS-IM1_M1_LOCK_L_IN1_DQ,SUS,HAM2,IM1,,LON,FEEDBACK,256
L1:SUS-IM1_M1_LOCK_P_IN1_DQ,SUS,HAM2,IM1,,PIT,FEEDBACK,256
L1:SUS-IM1_M1_LOCK_Y_IN1_DQ,SUS,HAM2,IM1,,YAW,FEEDBACK,256
L1:SUS-IM1_M1_MASTER_OUT_LL_DQ,SUS,HAM2,IM1,,,,256
L1:SUS-IM1_M1_MASTER_OUT_LR_DQ,SUS,HAM2,IM1,,,,256
L1:SUS-IM1_M1_MASTER_OUT_UL_DQ,SUS,HAM2,IM1,,,,256
L1:SUS-IM1_M1_MASTER_OUT_UR_DQ,SUS,HAM2,IM1,,,,256
L1:SUS-IM2_M1_DAMP_L_IN1_DQ,SUS,HAM2,IM2,,LON,,256
L1:SUS-IM2_M1_DAMP_P_IN1_DQ,SUS,HAM2,IM2,,PIT,,256
L1:SUS-IM2_M1_DAMP_Y_IN1_DQ,SUS,HAM2,IM2,,YAW,,256
L1:SUS-IM2_M1_ISIWIT_L_DQ,SUS,HAM2,IM2,,LON,OSEM,1024
L1:SUS-IM2_M1_ISIWIT_P_DQ,SUS,HAM2,IM2,,PIT,OSEM,1024
L1:SUS-IM2_M1_ISIWIT_R_DQ,SUS,HAM2,IM2,,,OSEM,1024
L1:SUS-IM2_M1_ISIWIT_T_DQ,SUS,HAM2,IM2,,,OSEM,1024
L1:SUS-IM2_M1_ISIWIT_V_DQ,SUS,HAM2,IM2,,,OSEM,1024
L1:SUS-IM2_M1_ISIWIT_Y_DQ,SUS,HAM2,IM2,,YAW,OSEM,1024
L1:SUS-IM2_M1_LOCK_L_IN1_DQ,SUS,HAM2,IM2,,LON,FEEDBACK,256
L1:SUS-IM2_M1_LOCK_P_IN1_DQ,SUS,HAM2,IM2,,PIT,FEEDBACK,256
L1:SUS-IM2_M1_LOCK_Y_IN1_DQ,SUS,HAM2,IM2,,YAW,FEEDBACK,256
L1:SUS-IM2_M1_MASTER_OUT_LL_DQ,SUS,HAM2,IM2,,,,256
L1:SUS-IM2_M1_MASTER_OUT_LR_DQ,SUS,HAM2,IM2,,,,256
L1:SUS-IM2_M1_MASTER_OUT_UL_DQ,SUS,HAM2,IM2,,,,256
L1:SUS-IM2_M1_MASTER_OUT_UR_DQ,SUS,HAM2,IM2,,,,256
L1:SUS-IM3_M1_DAMP_L_IN1_DQ,SUS,HAM2,IM3,,LON,,256
L1:SUS-IM3_M1_DAMP_P_IN1_DQ,SUS,HAM2,IM3,,PIT,,256
L1:SUS-IM3_M1_DAMP_Y_IN1_DQ,SUS,HAM2,IM3,,YAW,,256
L1:SUS-IM3_M1_ISIWIT_L_DQ,SUS,HAM2,IM3,,LON,OSEM,1024
L1:SUS-IM3_M1_ISIWIT_P_DQ,SUS,HAM2,IM3,,PIT,OSEM,1024
L1:SUS-IM3_M1_ISIWIT_R_DQ,SUS,HAM2,IM3,,,OSEM,1024
L1:SUS-IM3_M1_ISIWIT_T_DQ,SUS,HAM2,IM3,,,OSEM,1024
L1:SUS-IM3_M1_ISIWIT_V_DQ,SUS,HAM2,IM3,,,OSEM,1024
L1:SUS-IM3_M1_ISIWIT_Y_DQ,SUS,HAM2,IM3,,YAW,OSEM,1024
L1:SUS-IM3_M1_LOCK_L_IN1_DQ,SUS,HAM2,IM3,,LON,FEEDBACK,256
L1:SUS-IM3_M1_LOCK_P_IN1_DQ,SUS,HAM2,IM3,,PIT,FEEDBACK,256
L1:SUS-IM3_M1_LOCK_Y_IN1_DQ,SUS,HAM2,IM3,,YAW,FEEDBACK,256
L1:SUS-IM3_M1_MASTER_OUT_LL_DQ,SUS,HAM2,IM3,,,,256
L1:SUS-IM3_M1_MASTER_OUT_LR_DQ,SUS,HAM2,IM3,,,,256
L1:SUS-IM3_M1_MASTER_OUT_UL_DQ,SUS,HAM2,IM3,,,,256
L1:SUS-IM3_M1_MASTER_OUT_UR_DQ,SUS,HAM2,IM3,,,,256
L1:SUS-IM4_M1_DAMP_L_IN1_DQ,SUS,HAM2,IM4,,LON,,256
L1:SUS-IM4_M1_DAMP_P_IN1_DQ,SUS,HAM2,IM4,,PIT,,256
L1:SUS-IM4_M1_DAMP_Y_IN1_DQ,SUS,HAM2,IM4,,YAW,,256
L1:SUS-IM4_M1_ISIWIT_L_DQ,SUS,HAM2,IM4,,LON,OSEM,1024
L1:SUS-IM4_M1_ISIWIT_P_DQ,SUS,HAM2,IM4,,PIT,OSEM,1024
L1:SUS-IM4_M1_ISIWIT_R_DQ,SUS,HAM2,IM4,,,OSEM,1024
